0.4586727658,9.851289947
0.6348425145,3.815075928
0.7173156833,4.5748348
0.8958723989,2.233455403
0.9568700894,5.382317049
1.095967964,8.934481366
1.15783594,8.248222368
1.211557447,3.206691119
1.235156975,0.4241250771
1.25032893,1.219775244
1.711136902,1.346738071
1.796847161,0.4154587999
1.913931384,5.299158259
2.032332332,3.051132388
2.04555954,6.593487986
2.049739336,9.650726725
2.197551553,4.515514096
2.392605724,0.6478554451
2.575203029,7.521531403
2.731158892,6.633681803
2.993335734,3.14459779
3.154999668,9.056488967
3.24947038,5.776570584
3.603060371,3.252069063
3.663890351,8.722314835
3.704740786,1.507485068
4.343603207,1.93868761
4.344392654,9.67536777
4.621102381,4.94121045
4.718836427,6.344388929
4.87654646,7.324142677
5.13762176,1.802784384
5.550314062,6.259270061
5.742669064,7.697072672
5.826404687,5.348156314
5.83326583,3.515512736
5.86561401,9.07318098
5.9766381,2.071958068
6.03605476,7.092561884
6.51698837,1.73288843
6.999774391,9.860374252
7.142268365,8.868360286
7.299037391,4.008590669
7.305553741,6.370722004
7.597047822,2.212076162
7.838144983,8.704639347
7.859113512,1.061057121
8.142640357,7.360860513
8.186016715,5.883261034
8.429301456,7.95132879
8.611583015,3.508993765
8.649865863,5.989545494
8.785817286,5.24495078
8.820423452,1.589537768
9.331729202,7.414941914
9.342208259,4.386754076
9.453096726,2.019975517
9.523287291,3.404382534
9.755416014,4.706288708
9.796900734,0.4240450352
