CompanyID,cc,year,revenue,employee_growth1,employee_growth2,ihc,alexa_rank,ownership,business_model,certified_active_company,total_funding,recent_funding,recent_funding_date,number_locations,company_acquired,it_budget
2441797,N,3.871201010907891,19.775321888650748,0.0,0.0,mfg,4.499809670330265,0,0,1,14.586660366649863,13.815511557963774,7.921898411023797,3.1780538303479458,0,0.24389796655249285
155353090,N,4.127134385045092,20.26248990286209,0.10616019582839072,0.2538667239570503,retail,4.406719247264253,0,0,1,8.832149906002899,8.006700845440367,9.847128818866743,8.343553835005117,0,0.11812750062025136
24904409,N,3.8918202981106265,19.13409123489343,-0.044997365930735805,-0.044997365930735805,software,3.8066624897703196,0,0,1,6.90875477931522,6.90875477931522,9.64426335290083,4.1588830833596715,0,0.1866293737523531
10256729,N,4.110873864173311,19.6421122572134,0.0,0.0,retail,6.12029741895095,0,1,1,0.0,0.0,9.994287576862567,3.4657359027997265,0,0.12253539910090419
141738322,N,4.454347296253507,19.183449281127768,0.0,0.0,mfg,3.58351893845611,0,0,1,0.0,0.0,10.342580841624276,3.4339872044851463,0,0.24000546169705003
19513364,N,4.02535169073515,17.9602313433593,0.29117596170603677,0.5259112611840316,mfg,7.907651594711089,0,0,1,8.824824939175638,8.824824939175638,9.869413572202376,3.4339872044851463,0,0.12011115310821711
18579882,N,4.727387818712341,17.91869924536018,0.0,-0.04290750101127655,bizservice,7.740229524763182,0,0,1,0.0,0.0,10.618420686417931,4.007333185232471,0,0.1726860964478606
21403020,N,5.0689042022202315,18.92145603792546,0.018821754240587667,-0.13926206733350766,agriculture,11.034373401754534,1,0,1,0.0,0.0,10.96250972649727,3.8918202981106265,0,0.121763915495419
39600454,N,3.8501476017100584,19.59047196049962,0.0,0.0,insurance,10.580860978980033,0,0,1,0.0,0.0,9.72859830755947,3.9318256327243257,0,0.1747212054039595
7783252,N,4.976733742420574,19.278142495131178,0.0,0.0,energy,11.054850406589766,0,0,1,0.0,0.0,10.869729678852693,3.713572066704308,0,0.28089502393662596
136118787,N,3.4339872044851463,17.110384034131677,-0.05657035148839435,-0.05657035148839435,mfg,7.338888133838879,0,0,1,15.812521261405406,15.201805169084134,7.776954403322442,3.332204510175204,0,0.12191146297648293
345283492,N,3.871201010907891,19.258049477590163,0.0,0.0,retail,5.8916442118257715,0,0,1,10.468829770273567,10.468829770273567,9.53798807237101,2.8903717578961645,0,0.12138552598024045
37934049,N,4.762173934797756,19.98736831421507,0.0,0.0,retail,9.481435640823564,0,0,1,0.0,0.0,10.65351116273777,3.6635616461296463,0,0.28086891256452035
5358630,N,4.74493212836325,19.46981256424591,0.0,0.0,energy,10.057238152342046,0,0,1,13.155800087724673,13.155800087724673,7.04141166379481,3.58351893845611,0,0.2803777173753444
24231957,N,5.25227342804663,19.464625634798796,0.0,0.0,retail,9.929252760422154,0,1,1,15.320210205546799,13.122365377402328,5.968707559985366,3.8066624897703196,0,0.17721687719277626
43897815,N,4.795790545596741,18.878466291753682,0.07325046173959274,0.13453089295760626,mfg,7.62657020629066,0,0,1,16.182712387786964,8.922791623969637,6.47543271670409,6.2166061010848646,0,0.24147688992807212
8110814,N,3.7376696182833684,19.00858407427103,0.0,0.0,insurance,7.935945103353701,0,0,1,0.0,0.0,9.613536240640304,3.7612001156935624,0,0.27902390922866593
1461214,N,4.804021044733257,18.436120938287026,0.0,0.0,agriculture,12.54975099847312,0,0,1,13.652992804936396,13.652992804936396,7.085064293952548,3.6375861597263857,0,0.12293233706859232
9867169,N,3.1780538303479458,19.252138270352557,-0.029428810690812168,-0.029428810690812168,bizservice,10.60750048640638,0,0,1,0.0,0.0,9.035510680940524,3.58351893845611,0,0.12322719307321738
8590337,N,4.574710978503383,16.849164672656233,0.0,0.0,hospitality,6.498282149476434,0,0,1,13.122365377402328,13.122365377402328,7.974188669286011,4.852030263919617,0,0.12705237201682804
